longitude, latitude
171.8584,-43.53201
172.17308,-43.47834
172.13773,-43.47855
172.4326,-43.63824
172.44003,-43.65873
172.1517,-43.60926
171.89137,-43.59511
171.955,-43.30067
172.2937,-43.57828
172.22293,-43.61401
172.38396,-43.64988
172.28975,-43.57349
172.11819,-43.64194
172.36545,-43.57783
172.24884,-43.60686
172.4274,-43.67558
172.37611,-43.55879
172.32353,-43.62205
171.922,-43.54683
172.15617,-43.52676
172.24875,-43.60982
172.30669,-43.57832
171.98082,-43.57405
172.24275,-43.59495
172.37172,-43.63316
172.15195,-43.47188
172.35396,-43.5941
172.34055,-43.63017
172.15289,-43.51964
172.19814,-43.61833
171.93486,-43.55879
172.32443,-43.58844
171.84985,-43.62611
172.07434,-43.59186
172.44284,-43.63536
172.45311,-43.61773
172.47342,-43.57239
171.87108,-43.57574
172.15683,-43.598
172.38203,-43.63087
172.43944,-43.59151
172.29456,-43.57668
172.41299,-43.64095
172.38695,-43.6193
172.26112,-43.60632
171.93221,-43.5646
172.36212,-43.65055
172.20215,-43.57699
171.93735,-43.54293
171.99471,-43.57909
171.92995,-43.5375
172.37907,-43.57098
171.89912,-43.54685
172.18341,-43.46643
172.14331,-43.4952
172.14481,-43.52154
172.32689,-43.5691
172.34587,-43.58994
172.24831,-43.5769
172.19682,-43.61808
172.38852,-43.62918
172.46411,-43.63531
172.31882,-43.60956
171.9003,-43.55003
172.27875,-43.5448
172.1666,-43.48083
172.35475,-43.62489
172.41183,-43.60876
172.09389,-43.57601
172.43497,-43.58593
172.35201,-43.60482
172.4402,-43.65237
172.16599,-43.60203
172.16341,-43.61676
172.15396,-43.51883
172.3968,-43.60937
172.37465,-43.58625
172.35236,-43.6025
172.24806,-43.57281
172.34886,-43.58728
172.3839,-43.62663
172.33063,-43.5586
172.24364,-43.59853
172.39847,-43.56446
172.47118,-43.64406
172.4682,-43.64477
172.09576,-43.60311
172.00052,-43.26859
171.86749,-43.57302
172.4017,-43.54279
172.41609,-43.5411
172.56297,-43.63664
171.90987,-43.55154
172.20085,-43.50824
172.17355,-43.60536
172.17184,-43.48182
171.83159,-43.56882
172.33919,-43.60912
172.15523,-43.61721
172.48265,-43.60912
171.89253,-43.53422
172.34654,-43.61749
172.0428,-43.59093
172.12956,-43.61646
172.15332,-43.5296
172.14281,-43.46313
172.58786,-43.5834
172.30557,-43.5825
172.2357,-43.60427
172.28505,-43.61062
172.24846,-43.61676
172.01624,-43.26565
171.92963,-43.55328
172.2975,-43.59291
172.13774,-43.60784
172.2551,-43.5977
171.91071,-43.52978
172.25319,-43.60777
172.04825,-43.61076
171.91809,-43.55961
172.20319,-43.6526
172.39876,-43.56284
172.37845,-43.58818
172.14972,-43.58891
172.5276,-43.60808
171.87755,-43.51807
172.36322,-43.59731
172.46434,-43.6304
171.80264,-43.57982
172.37155,-43.56135
172.38927,-43.77238
172.45059,-43.64566
172.37512,-43.6332
172.24965,-43.59155
172.18626,-43.58306
172.41382,-43.56583
172.3943,-43.5822
171.88705,-43.54343
172.5114,-43.56689
172.34706,-43.60109
172.18462,-43.57227
172.16145,-43.52869
172.4496,-43.60554
172.20605,-43.62552
172.00697,-43.5882
172.19214,-43.60834
172.06741,-43.5973
172.41664,-43.58693
172.36992,-43.5854
172.42703,-43.62851
172.34477,-43.60536
172.40387,-43.57572
172.36647,-43.58464
172.35553,-43.60609
172.18196,-43.55602
172.2946,-43.56549
172.43227,-43.62171
172.17285,-43.56633
172.01465,-43.56137
171.80365,-43.54681
171.9368,-43.55164
172.06793,-43.6064
172.38715,-43.56505
171.93021,-43.52782
172.39819,-43.65488
171.85396,-43.52691
172.34186,-43.59861
172.35139,-43.57929
172.29924,-43.6288
172.31764,-43.58875
172.31667,-43.58051
172.22356,-43.64002
171.89914,-43.57339
172.37683,-43.57102
171.86885,-43.55976
172.38976,-43.58875
172.28714,-43.59937
172.16618,-43.60905
172.32095,-43.61245
172.31741,-43.62411
171.99986,-43.27069
172.50221,-43.61
172.22386,-43.64868
172.11024,-43.65125
172.30832,-43.55744
172.13828,-43.57161
172.21091,-43.63028
172.3913,-43.60484
172.38544,-43.63008
172.49049,-43.61435
172.17799,-43.48222
172.15543,-43.60831
172.16006,-43.56358
172.33191,-43.61646
172.35043,-43.59827
172.38402,-43.56875
172.3409,-43.59161
172.02081,-43.61508
172.06987,-43.60088
172.38165,-43.61794
172.36411,-43.57367
172.15303,-43.58712
171.88568,-43.57306
172.32182,-43.60285
172.39441,-43.61534
172.33548,-43.59407
172.06256,-43.23226
172.33127,-43.59066
172.26932,-43.57839
171.91495,-43.55792
172.11176,-43.61299
172.41629,-43.62996
172.35599,-43.61378
172.3277,-43.69551
172.28105,-43.57343
172.46614,-43.62705
172.30457,-43.58462
172.22464,-43.63124
172.39899,-43.61653
172.15959,-43.60704
172.2939,-43.57759
172.24986,-43.60554
172.17018,-43.49276
172.39076,-43.54349
172.17288,-43.51837
172.1599,-43.46675
172.39435,-43.58497
172.23151,-43.61113
172.32878,-43.60758
172.16852,-43.56732
171.89546,-43.56063
172.36205,-43.60588
172.19095,-43.55274
171.86331,-43.56293
172.30177,-43.54875
172.19989,-43.54879
171.94601,-43.28415
171.95143,-43.28367
172.29234,-43.60044
172.3335,-43.61068
172.37862,-43.5521
171.87044,-43.58463
171.99539,-43.3274
172.15451,-43.601
171.87881,-43.59682
171.86581,-43.56387
171.87405,-43.56808
172.34923,-43.59455
172.36604,-43.57272
172.34149,-43.60024
172.15179,-43.61522
172.21991,-43.63884
171.8519,-43.59093
172.21375,-43.59651
172.39145,-43.55603
172.41617,-43.60085
172.28818,-43.62769
171.87479,-43.58499
172.4039,-43.58034
172.20024,-43.57474
172.17816,-43.59032
172.14212,-43.49034
172.16656,-43.4871
171.83232,-43.57513
172.37746,-43.76475
172.56802,-43.62066
172.09753,-43.58255
172.38651,-43.56329
172.37105,-43.62067
171.91762,-43.57637
172.16182,-43.55718
171.88846,-43.56678
172.15736,-43.45693
172.21921,-43.60927
172.38683,-43.62467
172.32819,-43.59476
172.48763,-43.59405
172.34781,-43.58638
172.20288,-43.64895
172.38124,-43.77665
172.16869,-43.60274
172.203,-43.63712
172.36465,-43.60933
172.40134,-43.53899
172.33237,-43.64842
172.36023,-43.57807
172.54774,-43.58582
172.49248,-43.61938
172.24028,-43.62299
172.10516,-43.49577
172.28146,-43.57037
172.43352,-43.64935
172.21303,-43.63868
172.13272,-43.63144
172.38773,-43.54608
172.48331,-43.58959
172.1981,-43.5261
172.36674,-43.65115
172.1161,-43.5382
172.12791,-43.58572
172.34221,-43.61296
172.4527,-43.64631
171.85167,-43.57538
172.19255,-43.58369
171.88777,-43.5847
172.11658,-43.29712
172.0986,-43.57944
172.15659,-43.61805
172.43417,-43.65665
171.94868,-43.5568
172.48851,-43.72913
172.2504,-43.59742
172.04237,-43.61009
171.87357,-43.58634
172.42624,-43.59146
172.1032,-43.60289
172.38737,-43.60398
172.13805,-43.47689
172.34402,-43.65024
171.85712,-43.57962
172.05074,-43.61517
172.15416,-43.47004
172.16902,-43.61878
172.16292,-43.61534
172.09526,-43.59573
172.11453,-43.44396
172.19553,-43.65386
172.15666,-43.6081
172.43645,-43.59959
171.95036,-43.54735
171.8506,-43.5794
171.97357,-43.54375
172.1492,-43.45839
172.25313,-43.59104
172.39322,-43.54856
172.40381,-43.61781
172.11124,-43.4755
172.50769,-43.50485
171.83704,-43.57198
172.53215,-43.9078
172.40582,-43.59332
172.19174,-43.63005
172.16573,-43.46763
172.7088,-43.93907
172.48697,-43.63803
172.47171,-43.63718
172.42879,-43.5881
172.34932,-43.62639
172.31412,-43.54835
172.06551,-43.60039
172.40587,-43.59293
172.38258,-43.6254
172.27617,-43.56243
172.40781,-43.44815
172.37146,-43.59783
172.28308,-43.54019
172.40613,-43.53836
171.91074,-43.5706
172.23112,-43.6045
172.37814,-43.61052
172.24223,-43.61097
172.27109,-43.51275
172.38991,-43.55844
172.30453,-43.54073
172.14928,-43.59235
171.92702,-43.56948
172.2525,-43.61491
172.30028,-43.56014
172.26463,-43.60812
172.47105,-43.64286
172.39748,-43.58145
172.16055,-43.60273
172.15457,-43.51229
172.44925,-43.738
172.33519,-43.59086
171.88057,-43.54373
172.18196,-43.61688
172.41171,-43.60185
172.17972,-43.58055
172.46115,-43.64681
172.33376,-43.53359
172.22258,-43.59619
172.39568,-43.5615
172.394,-43.56371
172.17152,-43.51338
172.29245,-43.57861
172.38913,-43.61528
172.12579,-43.48425
172.16875,-43.46275
172.42873,-43.7731
172.23367,-43.58861
172.15942,-43.47678
172.40033,-43.54813
172.12482,-43.43966
172.17247,-43.45685
172.17523,-43.47424
172.51427,-43.58228
171.89464,-43.52129
172.54446,-43.59406
172.24603,-43.59237
172.3692,-43.55379
172.16261,-43.47823
172.35518,-43.62511
171.87912,-43.59177
172.19824,-43.59118
172.33653,-43.62108
172.21194,-43.64331
172.28923,-43.57005
172.28818,-43.54436
172.06461,-43.56278
172.07289,-43.59849
172.36134,-43.58003
172.48724,-43.62439
172.26048,-43.59192
172.13161,-43.43206
172.38307,-43.5552
172.38307,-43.56562
172.41107,-43.507
172.4503,-43.65415
172.55843,-43.62481
172.33823,-43.58916
172.26025,-43.61005
172.45279,-43.63036
172.41083,-43.58057
171.85857,-43.60457
172.36302,-43.59272
172.1703,-43.46259
172.17752,-43.52095
172.48798,-43.61528
172.36139,-43.61718
172.17609,-43.4465
172.16562,-43.61657
172.39084,-43.55924
172.14127,-43.5743
172.19122,-43.5007
172.06612,-43.57162
172.36633,-43.58271
172.3004,-43.63563
172.51668,-43.5271
172.39035,-43.57447
172.26509,-43.60921
172.03493,-43.5834
172.41791,-43.57847
172.34746,-43.64267
172.28447,-43.62291
172.34952,-43.59379
171.87901,-43.54667
172.25063,-43.5577
172.37419,-43.59551
172.1963,-43.52776
172.38838,-43.56006
172.05811,-43.56859
172.01018,-43.27164
172.36229,-43.58025
171.9136,-43.57672
172.2937,-43.6127
172.39354,-43.58231
172.44212,-43.82932
172.13651,-43.58632
172.1393,-43.60266
172.51392,-43.79332
172.44104,-43.52121
171.91154,-43.54947
172.37515,-43.55846
172.21465,-43.52666
172.47783,-43.64415
172.32709,-43.60055
171.89046,-43.57623
171.95337,-43.58411
171.88974,-43.54943
172.37253,-43.74868
172.40266,-43.58384
172.17061,-43.5017
172.5583,-43.62937
172.43286,-43.63005
172.3801,-43.56865
172.38025,-43.56393
172.5238,-43.58405
172.38161,-43.55472
171.85748,-43.57884
172.39188,-43.55684
172.48956,-43.62613
172.43771,-43.52274
172.32553,-43.56027
171.86179,-43.5693
172.19391,-43.55455
171.88638,-43.52766
172.36807,-43.5659
172.38159,-43.56385
172.39595,-43.61454
171.89377,-43.53951
172.47055,-43.63601
172.23045,-43.61353
172.47835,-43.6174
172.35759,-43.57785
172.3819,-43.56094
172.38155,-43.55667
172.34467,-43.59589
172.39426,-43.56375
172.33975,-43.59227
171.84453,-43.57986
172.38214,-43.55365
171.84741,-43.58017
172.39165,-43.57128
171.88065,-43.57105
172.41733,-43.53486
172.43311,-43.62395
172.34018,-43.5802
172.31667,-43.562
171.8266,-43.59192
172.36214,-43.58667
171.93562,-43.56523
172.40036,-43.54985
172.44783,-43.64912
172.16223,-43.44773
172.22934,-43.64505
172.2726,-43.60334
172.51292,-43.57736
171.90381,-43.57948
171.92139,-43.56721
172.34161,-43.52772
172.50015,-43.60415
172.30072,-43.59246
172.21533,-43.6081
172.14522,-43.6097
171.92552,-43.54964
172.26605,-43.54195
172.30402,-43.56564
172.16504,-43.52077
172.11719,-43.41614
172.3493,-43.5967
172.38264,-43.56728
172.36296,-43.57087
172.35896,-43.5994
171.89362,-43.56411
172.27202,-43.59014
171.92352,-43.56187
172.26883,-43.59365
172.11375,-43.44753
171.93196,-43.55234
172.34853,-43.58931
172.38866,-43.5859
172.29442,-43.59959
172.27167,-43.61481
171.88699,-43.59753
172.37694,-43.5895
172.37404,-43.63925
172.24081,-43.60692
171.88007,-43.56591
172.41878,-43.63052
172.44391,-43.64857
172.47609,-43.63757
172.34052,-43.59718
172.31398,-43.55311
172.6501,-43.62369
172.07011,-43.59402
171.89948,-43.57034
172.35184,-43.53958
172.1864,-43.59785
172.18762,-43.57882
171.60323,-43.22526
172.37747,-43.62923
171.64653,-43.45272
172.16484,-43.49217
172.16435,-43.46682
171.89174,-43.56489
172.29355,-43.60841
172.32536,-43.58273
172.2224,-43.59943
172.35425,-43.57412
171.81161,-43.54213
172.24861,-43.54232
171.87898,-43.52552
172.45633,-43.6455
172.44801,-43.58546
172.18733,-43.55341
172.49969,-43.84702
172.2056,-43.56073
172.44601,-43.64127
172.33987,-43.58891
172.3185,-43.61397
172.41396,-43.62792
172.39348,-43.59653
172.38626,-43.6244
172.41078,-43.5924
172.33395,-43.6064
172.11713,-43.60604
172.37498,-43.64516
172.3894,-43.60466
172.43541,-43.58759
172.38191,-43.55975
172.36572,-43.58481
172.32773,-43.55262
172.0918,-43.60648
172.35753,-43.62309
172.1813,-43.53687
172.37578,-43.56649
172.37947,-43.57884
172.15904,-43.63218
172.17007,-43.59495
171.88789,-43.5539
172.33887,-43.6161
172.0058,-43.6356
172.28836,-43.56548
172.3394,-43.60327
172.09613,-43.61114
172.13251,-43.49569
172.1843,-43.45299
172.16507,-43.5093
172.28122,-43.56471
172.4545,-43.61432
172.4621,-43.63038
172.35638,-43.60094
172.18262,-43.47612
171.95984,-43.62115
172.40942,-43.54927
171.88049,-43.56316
172.20399,-43.64301
172.10735,-43.60278
171.71867,-43.54746
171.8725,-43.6081
172.44447,-43.6275
172.28462,-43.56189
172.20888,-43.57295
172.17586,-43.48945
171.94395,-43.56361
172.18729,-43.54075
172.43188,-43.52438
172.36684,-43.56763
171.91595,-43.54303
172.35307,-43.56174
172.16728,-43.60006
172.36034,-43.57512
172.16905,-43.46141
172.13467,-43.4249
172.31882,-43.57853
172.36644,-43.57359
172.18394,-43.44949
172.46385,-43.6242
172.38896,-43.58567
172.46806,-43.61501
172.15135,-43.59487
172.09862,-43.33559
172.38304,-43.56069
172.53505,-43.5249
172.41202,-43.61956
171.9325,-43.55859
171.93559,-43.54901
171.72896,-43.56557
172.37892,-43.5643
172.06644,-43.56297
172.34068,-43.60088
172.38551,-43.5771
172.14275,-43.44202
172.40364,-43.56105
172.21645,-43.61994
172.39511,-43.62747
171.89792,-43.57962
172.27377,-43.5831
172.07594,-43.60781
172.36543,-43.64577
172.17398,-43.5445
172.35982,-43.5957
172.18512,-43.60927
172.15454,-43.42163
171.89462,-43.6036
172.4019,-43.56191
172.50092,-43.61507
172.32045,-43.57207
172.37103,-43.57177
172.37695,-43.56195
172.28047,-43.62717
172.16357,-43.45596
172.27672,-43.58072
172.07388,-43.6065
172.40561,-43.58317
172.43008,-43.54607
172.34569,-43.59161
171.98843,-43.57682
172.32777,-43.53852
172.29654,-43.56627
171.88667,-43.5627
172.4826,-43.62358
172.37885,-43.55983
172.27338,-43.57288
172.3183,-43.53407
172.14282,-43.48438
172.28809,-43.60363
171.8605,-43.59803
172.04156,-43.59733
172.25377,-43.60587
171.9532,-43.55488
172.15288,-43.57272
172.24489,-43.60568
172.08841,-43.60254
172.44148,-43.63482
172.42197,-43.59809
172.16914,-43.58216
172.3513,-43.59584
171.90036,-43.55429
172.30635,-43.54722
171.88106,-43.57154
171.97101,-43.52423
172.17006,-43.51339
172.367,-43.64837
172.40741,-43.63651
172.3416,-43.59602
171.89236,-43.59226
172.40195,-43.57739
172.70235,-43.59204
172.59624,-43.58949
172.35063,-43.6123
172.62892,-43.57989
172.1685,-43.60662
172.68251,-43.58176
172.18419,-43.46335
171.84875,-43.58932
172.08501,-43.59991
172.38153,-43.55746
172.06949,-43.6046
172.13066,-43.6144
172.31285,-43.59966
172.68999,-43.58127
172.20192,-43.61151
172.26337,-43.61356
172.31383,-43.60743
172.38249,-43.58959
172.15965,-43.60064
172.4469,-43.62891
172.0844,-43.60395
172.87256,-43.81368
172.5502,-43.601
172.18065,-43.56829
172.41354,-43.83591
172.37231,-43.55384
172.71924,-43.56173
172.42554,-43.53149
171.91585,-43.58641
172.40752,-43.58302
172.16093,-43.43553
172.50983,-43.64353
172.32375,-43.60072
171.88167,-43.55503
172.46562,-43.63298
172.28983,-43.60745
172.46626,-43.61176
172.16289,-43.57722
172.41394,-43.55344
172.01266,-43.56865
172.6024,-43.58041
171.9769,-43.55056
172.3501,-43.5867
172.43886,-43.65248
172.94716,-43.71476
172.91724,-43.70629
172.35466,-43.58918
172.12451,-43.51031
172.42043,-43.82941
172.57909,-43.58105
172.3028,-43.56591
172.18771,-43.47487
172.58916,-43.5713
172.36768,-43.57954
172.27689,-43.58302
172.18112,-43.57954
172.47723,-43.80473
172.35051,-43.58738
172.66583,-43.57915
172.46021,-43.64115
172.15059,-43.58671
172.72066,-43.54805
172.18095,-43.31981
172.231,-43.61035
172.46252,-43.63556
172.2818,-43.61408
172.64108,-43.57646
172.43382,-43.63728
171.94829,-43.58239
172.20778,-43.59237
172.27463,-43.58088
172.56996,-43.57947
172.16786,-43.47035
172.39639,-43.54146
172.2114,-43.61654
172.19119,-43.30622
172.00404,-43.26368
172.47514,-43.62017
172.18944,-43.53986
172.70546,-43.62131
173.12973,-43.69793
172.2718,-43.59626
172.25162,-43.33458
172.19469,-43.56748
172.24713,-43.49894
172.53056,-43.66232
172.05663,-43.6234
172.2285,-43.59882
171.94676,-43.56811
172.34235,-43.57624
172.39943,-43.60103
172.18657,-43.46129
171.96272,-43.55995
172.17838,-43.52188
172.14497,-43.48487
172.39963,-43.59509
172.34784,-43.51048
172.18506,-43.53716
171.88454,-43.57747
172.17061,-43.5964
171.86099,-43.60773
172.30038,-43.60141
172.35141,-43.60211
171.9751,-43.63441
172.10887,-43.5862
172.14713,-43.47795
172.67288,-43.57121
172.0154,-43.56874
172.18253,-43.49131
172.28333,-43.5994
172.37271,-43.54709
172.36523,-43.51222
172.37257,-43.59409
172.21249,-43.61236
172.47418,-43.63675
172.37132,-43.60976
172.16,-43.56017
172.34273,-43.59135
172.47566,-43.60078
172.45515,-43.62322
172.34915,-43.59518
172.1534,-43.51271
172.31483,-43.62651
172.17569,-43.50544
172.49783,-43.62049
172.51367,-43.59771
172.36092,-43.59407
172.32121,-43.59851
172.40576,-43.64133
172.34686,-43.58232
171.87025,-43.58536
172.53336,-43.68702
172.22154,-43.58189
172.38153,-43.60408
172.27831,-43.60596
171.91109,-43.5715
172.26216,-43.59541
172.30386,-43.5449
172.13872,-43.61036
172.18237,-43.55819
172.16002,-43.44484
171.88919,-43.56466
172.44801,-43.62089
172.41885,-43.63204
172.15874,-43.4667
171.82347,-43.59269
172.82285,-43.68356
172.91415,-43.67986
171.90028,-43.60236
172.42271,-43.62339
171.87068,-43.5898
172.17661,-43.4646
172.07529,-43.46648
171.9852,-43.55902
172.39961,-43.51543
171.89838,-43.60508
172.25029,-43.57351
172.45645,-43.62772
172.16252,-43.49704
172.1487,-43.60117
172.1711,-43.58183
171.89592,-43.32477
172.2467,-43.61169
172.53844,-43.62102
171.95,-43.55725
172.11819,-43.48333
172.16267,-43.46562
172.32292,-43.58001
172.69353,-43.56112
171.90707,-43.33663
171.91566,-43.34045
172.05925,-43.6068
172.36668,-43.75178
172.37135,-43.61192
172.09897,-43.59776
172.38168,-43.56386
172.79938,-43.59211
172.19107,-43.49599
172.16191,-43.61191
172.17882,-43.57513
171.93665,-43.52303
172.39252,-43.59872
172.36401,-43.60868
172.0042,-43.24848
172.35001,-43.54745
172.15419,-43.60249
172.29436,-43.56363
172.3524,-43.58697
172.39856,-43.56206
172.58452,-43.58892
172.38043,-43.56489
172.1821,-43.64781
172.38586,-43.58316
172.4071,-43.61858
172.41763,-43.5494
172.12054,-43.61297
172.58684,-43.58503
172.57527,-43.58951
171.85582,-43.59015
171.94604,-43.5412
172.39993,-43.60197
172.1582,-43.61616
172.215,-43.54198
173.06447,-43.71725
172.41219,-43.55002
171.87714,-43.57917
172.12213,-43.43512
172.46729,-43.54942
172.29819,-43.57792
172.48103,-43.56088
172.42036,-43.54745
172.35399,-43.58827
172.16217,-43.45824
172.05443,-43.60091
172.40036,-43.579
173.19609,-43.55324
172.71094,-43.59552
172.19023,-43.51322
172.24931,-43.59133
172.06262,-43.60512
172.12244,-43.4837
172.40994,-43.54797
171.92209,-43.46677
172.20515,-43.61043
172.19283,-43.44839
171.89369,-43.54577
172.39735,-43.55322
172.18951,-43.56206
172.25819,-43.60109
172.18689,-43.48919
171.87679,-43.58387
172.19582,-43.59182
172.40518,-43.55622
172.11269,-43.42229
172.02536,-43.58649
172.39915,-43.57545
172.5643,-43.58332
172.4446,-43.64554
172.17377,-43.48917
172.11497,-43.40508
172.92096,-42.66803
171.89792,-43.60205
172.56999,-43.59243
172.32809,-43.54227
172.2997,-43.61117
172.45383,-43.62701
171.91078,-43.59276
171.86392,-43.582
172.1757,-43.46328
172.39517,-43.57084
172.32918,-43.60554
172.40323,-43.53659
171.87766,-43.57034
172.66093,-43.55935
172.43016,-43.63506
172.37511,-43.61072
171.80388,-43.56639
172.44502,-43.86618
172.41708,-43.60007
172.91292,-43.72765
172.47261,-43.66306
172.57051,-43.49605
172.4798,-43.6147
172.158,-43.59053
172.08859,-43.50563
172.12715,-43.43557
171.7477,-43.59368
172.27101,-43.57436
171.92986,-43.54666
171.97569,-43.57244
172.15097,-43.61997
172.54558,-43.62925
172.48569,-43.6602
172.39507,-43.62534
172.18591,-43.6067
172.20935,-43.61684
172.20914,-43.59906
172.19395,-43.56443
172.09943,-43.62333
172.24159,-43.59413
172.24791,-43.6029
172.29297,-43.53806
171.92336,-43.56666
172.16536,-43.4789
172.37979,-43.62913
172.43182,-43.60438
172.60083,-43.63839
172.15227,-43.55529
172.48991,-43.64071
172.04903,-43.57963
172.15689,-43.5961
172.36021,-43.57542
172.41273,-43.54794
172.46519,-43.63283
172.49834,-43.56888
172.25143,-43.59861
172.42065,-43.61139
172.39517,-43.62634
172.42636,-43.53765
172.32295,-43.53723
171.97981,-43.52918
171.87242,-43.57865
172.35551,-43.56483
172.38394,-43.62205
171.90062,-43.58632
171.89754,-43.56614
172.369,-43.36597
172.33429,-43.60344
172.46672,-43.64834
172.46904,-43.61364
171.8849,-43.56703
172.44795,-43.64781
171.85738,-43.58034
172.44858,-43.54964
171.90958,-43.55048
171.82098,-43.61896
172.39175,-43.56599
172.39388,-43.57048
172.16258,-43.5994
172.53001,-43.63042
172.02744,-43.54929
172.06958,-43.58489
172.17314,-43.58288
172.22935,-43.50145
172.50197,-43.64132
172.42299,-43.5951
172.39732,-43.57388
172.15559,-43.60115
172.201,-43.56171
172.17635,-43.52084
172.18855,-43.65499
172.34285,-43.5825
172.4039,-43.60889
172.52562,-43.59928
172.39592,-43.56036
172.11481,-43.60616
171.86629,-43.56493
172.10933,-43.60774
172.23206,-43.61564
172.19318,-43.48565
172.45683,-43.60006
172.41464,-43.58524
172.16406,-43.47106
172.30074,-43.58726
172.44295,-43.55798
172.38646,-43.63077
172.34781,-43.57504
172.18053,-43.4557
172.04706,-43.61198
172.42076,-43.61214
172.83081,-43.75861
172.37593,-43.61444
172.41342,-43.55449
172.37607,-43.60088
172.37816,-43.76894
172.37364,-43.55294
172.29788,-43.57125
172.30215,-43.57195
172.0471,-43.56956
172.45827,-43.61956
172.4631,-43.71142
172.1114,-43.46975
172.47069,-43.60836
172.26645,-43.60717
171.96529,-43.34892
172.20802,-43.55624
172.11165,-43.58689
171.73441,-43.77054
172.27533,-43.61346
172.42596,-43.58495
172.3755,-43.5837
172.28476,-43.56617
172.50002,-43.6132
172.22838,-43.61505
172.19688,-43.54294
172.38713,-43.55091
172.12589,-43.59884
172.28506,-43.57788
172.42647,-43.5812
172.18958,-43.49182
172.44913,-43.61486
172.01176,-43.27133
172.19881,-43.55449
172.38155,-43.57401
172.31198,-43.59667
172.12959,-43.53102
172.24147,-43.61461
171.88324,-43.55173
